,word,url,word_class,definition,tokens,pos,pos_str,definitions_and_pos,length
2126,boundless,https://www.dictionary.com/browse/boundless,1,having no bounds;  infinite or vast; unlimited: his boundless energy amazed his friends.,"['having', 'no', 'bounds', ';', ' ', 'infinite', 'or', 'vast', ';', 'unlimited', ':', 'his', 'boundless', 'energy', 'amazed', 'his', 'friends', '.']","['VERB', 'DET', 'NOUN', 'PUNCT', 'SPACE', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'PRON', 'ADJ', 'NOUN', 'VERB', 'PRON', 'NOUN', 'PUNCT']",verb det noun punct space adj cconj adj punct adj punct pron adj noun verb pron noun punct,having no bounds;  infinite or vast; unlimited: his boundless energy amazed his friends.verb det noun punct space adj cconj adj punct adj punct pron adj noun verb pron noun punct,18
2127,bountiful,https://www.dictionary.com/browse/bountiful,1,"liberal in bestowing gifts, favors, or bounties;  munificent; generous.","['liberal', 'in', 'bestowing', 'gifts', ',', 'favors', ',', 'or', 'bounties', ';', ' ', 'munificent', ';', 'generous', '.']","['ADJ', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT']",adj adp verb noun punct noun punct cconj noun punct space noun punct adj punct,"liberal in bestowing gifts, favors, or bounties;  munificent; generous.adj adp verb noun punct noun punct cconj noun punct space noun punct adj punct",15
2128,boyish,https://www.dictionary.com/browse/boyish,1,of or befitting a boy;  engagingly youthful or innocent: a boyish grin.,"['of', 'or', 'befitting', 'a', 'boy', ';', ' ', 'engagingly', 'youthful', 'or', 'innocent', ':', 'a', 'boyish', 'grin', '.']","['ADP', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'SPACE', 'ADV', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adp cconj verb det noun punct space adv adj cconj adj punct det adj noun punct,of or befitting a boy;  engagingly youthful or innocent: a boyish grin.adp cconj verb det noun punct space adv adj cconj adj punct det adj noun punct,16
2129,brave,https://www.dictionary.com/browse/brave,1,possessing or exhibiting courage or courageous endurance.,"['possessing', 'or', 'exhibiting', 'courage', 'or', 'courageous', 'endurance', '.']","['VERB', 'CCONJ', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']",verb cconj verb noun cconj adj noun punct,possessing or exhibiting courage or courageous endurance.verb cconj verb noun cconj adj noun punct,8
2130,breathable,https://www.dictionary.com/browse/breathable,1,able or fit to be breathed: filters to make the air more breathable.,"['able', 'or', 'fit', 'to', 'be', 'breathed', ':', 'filters', 'to', 'make', 'the', 'air', 'more', 'breathable', '.']","['ADJ', 'CCONJ', 'ADJ', 'PART', 'AUX', 'VERB', 'PUNCT', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'PUNCT']",adj cconj adj part aux verb punct noun part verb det noun adv adj punct,able or fit to be breathed: filters to make the air more breathable.adj cconj adj part aux verb punct noun part verb det noun adv adj punct,15
2131,breezy,https://www.dictionary.com/browse/breezy,1,fresh; sprightly: his breezy manner was half his charm.,"['fresh', ';', 'sprightly', ':', 'his', 'breezy', 'manner', 'was', 'half', 'his', 'charm', '.']","['ADJ', 'PUNCT', 'ADV', 'PUNCT', 'PRON', 'ADJ', 'NOUN', 'AUX', 'DET', 'PRON', 'NOUN', 'PUNCT']",adj punct adv punct pron adj noun aux det pron noun punct,fresh; sprightly: his breezy manner was half his charm.adj punct adv punct pron adj noun aux det pron noun punct,12
2132,brief,https://www.dictionary.com/browse/brief,1,lasting or taking a short time; of short duration: a brief walk; a brief stay in the country.,"['lasting', 'or', 'taking', 'a', 'short', 'time', ';', 'of', 'short', 'duration', ':', 'a', 'brief', 'walk', ';', 'a', 'brief', 'stay', 'in', 'the', 'country', '.']","['VERB', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb cconj verb det adj noun punct adp adj noun punct det adj noun punct det adj noun adp det noun punct,lasting or taking a short time; of short duration: a brief walk; a brief stay in the country.verb cconj verb det adj noun punct adp adj noun punct det adj noun punct det adj noun adp det noun punct,22
2133,bright,https://www.dictionary.com/browse/bright,1,radiating or reflecting light; luminous; shining: the bright coins shone in the gloom.,"['radiating', 'or', 'reflecting', 'light', ';', 'luminous', ';', 'shining', ':', 'the', 'bright', 'coins', 'shone', 'in', 'the', 'gloom', '.']","['VERB', 'CCONJ', 'VERB', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb cconj verb adj punct adj punct verb punct det adj noun verb adp det noun punct,radiating or reflecting light; luminous; shining: the bright coins shone in the gloom.verb cconj verb adj punct adj punct verb punct det adj noun verb adp det noun punct,17
2134,brilliant,https://www.dictionary.com/browse/brilliant,1,shining brightly; sparkling; glittering; lustrous: the brilliant lights of the city.,"['shining', 'brightly', ';', 'sparkling', ';', 'glittering', ';', 'lustrous', ':', 'the', 'brilliant', 'lights', 'of', 'the', 'city', '.']","['VERB', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'VERB', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb adv punct verb punct verb punct adj punct det adj noun adp det noun punct,shining brightly; sparkling; glittering; lustrous: the brilliant lights of the city.verb adv punct verb punct verb punct adj punct det adj noun adp det noun punct,16
2135,british,https://www.dictionary.com/browse/british,1,of or relating to great britain or its inhabitants.,"['of', 'or', 'relating', 'to', 'great', 'britain', 'or', 'its', 'inhabitants', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PRON', 'NOUN', 'PUNCT']",adp cconj verb adp propn propn cconj pron noun punct,of or relating to great britain or its inhabitants.adp cconj verb adp propn propn cconj pron noun punct,10
2136,broad,https://www.dictionary.com/browse/broad,1,of great breadth: the river was too broad to swim across.,"['of', 'great', 'breadth', ':', 'the', 'river', 'was', 'too', 'broad', 'to', 'swim', 'across', '.']","['ADP', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PART', 'VERB', 'ADP', 'PUNCT']",adp adj noun punct det noun aux adv adj part verb adp punct,of great breadth: the river was too broad to swim across.adp adj noun punct det noun aux adv adj part verb adp punct,13
2137,broken,https://www.dictionary.com/browse/broken,1,not functioning properly; out of working order.,"['not', 'functioning', 'properly', ';', 'out', 'of', 'working', 'order', '.']","['PART', 'VERB', 'ADV', 'PUNCT', 'ADP', 'ADP', 'VERB', 'NOUN', 'PUNCT']",part verb adv punct adp adp verb noun punct,not functioning properly; out of working order.part verb adv punct adp adp verb noun punct,9
2138,brotherly,https://www.dictionary.com/browse/brotherly,1,"of, like, or befitting a brother;  affectionate and loyal; fraternal: brotherly love.","['of', ',', 'like', ',', 'or', 'befitting', 'a', 'brother', ';', ' ', 'affectionate', 'and', 'loyal', ';', 'fraternal', ':', 'brotherly', 'love', '.']","['ADP', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'SPACE', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']",adp punct intj punct cconj verb det noun punct space adj cconj adj punct adj punct adj noun punct,"of, like, or befitting a brother;  affectionate and loyal; fraternal: brotherly love.adp punct intj punct cconj verb det noun punct space adj cconj adj punct adj punct adj noun punct",19
2139,brown,https://www.dictionary.com/browse/brown,1,"(of animals) having skin, fur, hair, or feathers of that color.","['(', 'of', 'animals', ')', 'having', 'skin', ',', 'fur', ',', 'hair', ',', 'or', 'feathers', 'of', 'that', 'color', '.']","['PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",punct adp noun punct verb noun punct noun punct noun punct cconj noun adp det noun punct,"(of animals) having skin, fur, hair, or feathers of that color.punct adp noun punct verb noun punct noun punct noun punct cconj noun adp det noun punct",17
2140,brutal,https://www.dictionary.com/browse/brutal,1,savage; cruel; inhuman: a brutal attack on the village.,"['savage', ';', 'cruel', ';', 'inhuman', ':', 'a', 'brutal', 'attack', 'on', 'the', 'village', '.']","['NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",noun punct adj punct propn punct det adj noun adp det noun punct,savage; cruel; inhuman: a brutal attack on the village.noun punct adj punct propn punct det adj noun adp det noun punct,13
2141,bubbly,https://www.dictionary.com/browse/bubbly,1,"full of, producing, or characterized by bubbles. ","['full', 'of', ',', 'producing', ',', 'or', 'characterized', 'by', 'bubbles', '.']","['ADJ', 'ADP', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT']",adj adp punct verb punct cconj verb adp noun punct,"full of, producing, or characterized by bubbles. adj adp punct verb punct cconj verb adp noun punct",10
2142,buff,https://www.dictionary.com/browse/buff,1,having the color of buff.,"['having', 'the', 'color', 'of', 'buff', '.']","['VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",verb det noun adp propn punct,having the color of buff.verb det noun adp propn punct,6
2143,bumpy,https://www.dictionary.com/browse/bumpy,1,of uneven surface; full of bumps: a bumpy road.,"['of', 'uneven', 'surface', ';', 'full', 'of', 'bumps', ':', 'a', 'bumpy', 'road', '.']","['ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adp adj noun punct adj adp noun punct det adj noun punct,of uneven surface; full of bumps: a bumpy road.adp adj noun punct adj adp noun punct det adj noun punct,12
2144,burdensome,https://www.dictionary.com/browse/burdensome,1,"nautical. having a full hull form, as a merchant vessel built for capacity rather than speed.","['nautical', '.', 'having', 'a', 'full', 'hull', 'form', ',', 'as', 'a', 'merchant', 'vessel', 'built', 'for', 'capacity', 'rather', 'than', 'speed', '.']","['ADJ', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'PUNCT']",adj punct verb det adj noun noun punct adp det noun noun verb adp noun adv adp noun punct,"nautical. having a full hull form, as a merchant vessel built for capacity rather than speed.adj punct verb det adj noun noun punct adp det noun noun verb adp noun adv adp noun punct",19
2145,burgundy,https://www.dictionary.com/browse/burgundy,1,(lowercase) having the color burgundy.,"['(', 'lowercase', ')', 'having', 'the', 'color', 'burgundy', '.']","['PUNCT', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']",punct noun punct verb det noun noun punct,(lowercase) having the color burgundy.punct noun punct verb det noun noun punct,8
2146,burly,https://www.dictionary.com/browse/burly,1,large in bodily size; stout; sturdy.,"['large', 'in', 'bodily', 'size', ';', 'stout', ';', 'sturdy', '.']","['ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT']",adj adp adj noun punct adj punct adj punct,large in bodily size; stout; sturdy.adj adp adj noun punct adj punct adj punct,9
2147,busy,https://www.dictionary.com/browse/busy,1,actively and attentively engaged in work or a pastime: busy with her work.,"['actively', 'and', 'attentively', 'engaged', 'in', 'work', 'or', 'a', 'pastime', ':', 'busy', 'with', 'her', 'work', '.']","['ADV', 'CCONJ', 'ADV', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'PRON', 'NOUN', 'PUNCT']",adv cconj adv verb adp noun cconj det noun punct adj adp pron noun punct,actively and attentively engaged in work or a pastime: busy with her work.adv cconj adv verb adp noun cconj det noun punct adj adp pron noun punct,15
2148,calm,https://www.dictionary.com/browse/calm,1,without rough motion; still or nearly still: a calm sea.,"['without', 'rough', 'motion', ';', 'still', 'or', 'nearly', 'still', ':', 'a', 'calm', 'sea', '.']","['ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'CCONJ', 'ADV', 'ADV', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adp adj noun punct adv cconj adv adv punct det adj noun punct,without rough motion; still or nearly still: a calm sea.adp adj noun punct adv cconj adv adv punct det adj noun punct,13
2149,canadian,https://www.dictionary.com/browse/canadian,1,of canada  or its people.,"['of', 'canada', ' ', 'or', 'its', 'people', '.']","['ADP', 'PROPN', 'SPACE', 'CCONJ', 'PRON', 'NOUN', 'PUNCT']",adp propn space cconj pron noun punct,of canada  or its people.adp propn space cconj pron noun punct,7
2150,candid,https://www.dictionary.com/browse/candid,1,frank; outspoken; open and sincere: a candid critic.,"['frank', ';', 'outspoken', ';', 'open', 'and', 'sincere', ':', 'a', 'candid', 'critic', '.']","['PROPN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",propn punct adj punct adj cconj adj punct det adj noun punct,frank; outspoken; open and sincere: a candid critic.propn punct adj punct adj cconj adj punct det adj noun punct,12
2151,capable,https://www.dictionary.com/browse/capable,1,having power and ability; efficient; competent: a capable instructor.,"['having', 'power', 'and', 'ability', ';', 'efficient', ';', 'competent', ':', 'a', 'capable', 'instructor', '.']","['VERB', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",verb noun cconj noun punct adj punct adj punct det adj noun punct,having power and ability; efficient; competent: a capable instructor.verb noun cconj noun punct adj punct adj punct det adj noun punct,13
2152,capricious,https://www.dictionary.com/browse/capricious,1,"subject to, led by, or indicative of a sudden, odd notion or unpredictable change; erratic: he's such a capricious boss i never know how he'll react.","['subject', 'to', ',', 'led', 'by', ',', 'or', 'indicative', 'of', 'a', 'sudden', ',', 'odd', 'notion', 'or', 'unpredictable', 'change', ';', 'erratic', ':', 'he', ""'s"", 'such', 'a', 'capricious', 'boss', 'i', 'never', 'know', 'how', 'he', ""'ll"", 'react', '.']","['ADJ', 'ADP', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'ADJ', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'DET', 'DET', 'ADJ', 'NOUN', 'PRON', 'ADV', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT']",adj adp punct verb adp punct cconj adj adp det adj punct adj noun cconj adj noun punct adj punct pron aux det det adj noun pron adv verb sconj pron aux verb punct,"subject to, led by, or indicative of a sudden, odd notion or unpredictable change; erratic: he's such a capricious boss i never know how he'll react.adj adp punct verb adp punct cconj adj adp det adj punct adj noun cconj adj noun punct adj punct pron aux det det adj noun pron adv verb sconj pron aux verb punct",34
2153,carefree,https://www.dictionary.com/browse/carefree,1,requiring little care: carefree fabrics.,"['requiring', 'little', 'care', ':', 'carefree', 'fabrics', '.']","['VERB', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT']",verb adj noun punct propn noun punct,requiring little care: carefree fabrics.verb adj noun punct propn noun punct,7
2154,careful,https://www.dictionary.com/browse/careful,1,cautious in one's actions: be careful when you cross the street.,"['cautious', 'in', 'one', ""'s"", 'actions', ':', 'be', 'careful', 'when', 'you', 'cross', 'the', 'street', '.']","['ADJ', 'ADP', 'PRON', 'PART', 'NOUN', 'PUNCT', 'AUX', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']",adj adp pron part noun punct aux adj sconj pron verb det noun punct,cautious in one's actions: be careful when you cross the street.adj adp pron part noun punct aux adj sconj pron verb det noun punct,14
2155,careless,https://www.dictionary.com/browse/careless,1,not paying enough attention to what one does: a careless typist.,"['not', 'paying', 'enough', 'attention', 'to', 'what', 'one', 'does', ':', 'a', 'careless', 'typist', '.']","['PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PRON', 'AUX', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",part verb adj noun adp pron pron aux punct det adj noun punct,not paying enough attention to what one does: a careless typist.part verb adj noun adp pron pron aux punct det adj noun punct,13
2156,carnivorous,https://www.dictionary.com/browse/carnivorous,1,flesh-eating: a dog is a carnivorous animal.,"['flesh', '-', 'eating', ':', 'a', 'dog', 'is', 'a', 'carnivorous', 'animal', '.']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'PUNCT']",noun punct noun punct det noun aux det adj noun punct,flesh-eating: a dog is a carnivorous animal.noun punct noun punct det noun aux det adj noun punct,11
2157,casual,https://www.dictionary.com/browse/casual,1,happening by chance; fortuitous: a casual meeting.,"['happening', 'by', 'chance', ';', 'fortuitous', ':', 'a', 'casual', 'meeting', '.']","['VERB', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",verb adp noun punct adj punct det adj noun punct,happening by chance; fortuitous: a casual meeting.verb adp noun punct adj punct det adj noun punct,10
2158,catastrophic,https://www.dictionary.com/browse/catastrophic,1,"of the nature of a catastrophe,  or disastrous event; calamitous: a catastrophic failure of the dam.","['of', 'the', 'nature', 'of', 'a', 'catastrophe', ',', ' ', 'or', 'disastrous', 'event', ';', 'calamitous', ':', 'a', 'catastrophic', 'failure', 'of', 'the', 'dam', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SPACE', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",adp det noun adp det noun punct space cconj adj noun punct adj punct det adj noun adp det noun punct,"of the nature of a catastrophe,  or disastrous event; calamitous: a catastrophic failure of the dam.adp det noun adp det noun punct space cconj adj noun punct adj punct det adj noun adp det noun punct",21
2159,catchy,https://www.dictionary.com/browse/catchy,1,pleasing and easily remembered: a catchy tune.,"['pleasing', 'and', 'easily', 'remembered', ':', 'a', 'catchy', 'tune', '.']","['ADJ', 'CCONJ', 'ADV', 'VERB', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adj cconj adv verb punct det adj noun punct,pleasing and easily remembered: a catchy tune.adj cconj adv verb punct det adj noun punct,9
2160,cautious,https://www.dictionary.com/browse/cautious,1,"showing, using, or characterized by caution: a cautious man; to be cautious is often to show wisdom.","['showing', ',', 'using', ',', 'or', 'characterized', 'by', 'caution', ':', 'a', 'cautious', 'man', ';', 'to', 'be', 'cautious', 'is', 'often', 'to', 'show', 'wisdom', '.']","['VERB', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'AUX', 'ADJ', 'AUX', 'ADV', 'PART', 'VERB', 'NOUN', 'PUNCT']",verb punct verb punct cconj verb adp noun punct det adj noun punct part aux adj aux adv part verb noun punct,"showing, using, or characterized by caution: a cautious man; to be cautious is often to show wisdom.verb punct verb punct cconj verb adp noun punct det adj noun punct part aux adj aux adv part verb noun punct",22
